Area,Build year,Building type,Equipment,Floor,Heating system,No. of floors,Number of rooms,Renovation year,price,city,region,street
99,2019,Brick,Partial decoration,1,Gas,2,4,0,105000,Vilnius,Pilaitė,Dituvos g.
101.44,2018,Monolithic,Fully equipped,4,Geothermal,5,4,0,359000,Druskininkų m.,None,T. Kosciuškos g.
60.95,2020,Block house,Partial decoration,9,Central thermostat,9,3,0,80000,Kaunas,Dainava,Pramonės pr.
45,2021,Brick,Partial decoration,4,Central thermostat,9,2,0,72000,Vilnius,Justiniškės,Rygos g.
38,2019,Brick,Fully equipped,2,Gas,5,2,0,62000,Trakų r. sav.,Lentvario m.,Ežero g.
17.9,1970,Block house,Fully equipped,5,Central,5,1,0,21500,Vilnius,Naujininkai,Dariaus ir Girėno g.
65,1979,Block house,Fully equipped,3,Central,5,3,0,44000,Mažeikių m.,None,Taikos g.
100,2001,Brick,Fully equipped,3,Gas,3,3,2020,345000,Vilnius,Senamiestis,Mindaugo g.
100,2001,Brick,Fully equipped,3,Gas,3,3,2020,345000,Vilnius,Senamiestis,Mindaugo g.
78,2020,Brick,Partial decoration,2,Gas,4,3,0,210000,Vilnius,Užupis,Krivūlės g.
66.07,1972,Brick,Fully equipped,5,Central,5,3,0,63000,Utenos m.,Dauniškis,Aušros g.
52.37,2020,Block house,Partial decoration,6,Aerothermal,7,2,0,87500,Vilnius,Viršuliškės,Viršuliškių g.
81.22,2020,Block house,Partial decoration,5,Aerothermal,7,4,0,125000,Vilnius,Viršuliškės,Viršuliškių g.
71.72,2022,Brick,Partial decoration,1,Central thermostat,5,3,0,98839,Kaunas,Dainava,Taikos pr.
42.81,2022,Brick,Partial decoration,4,Central thermostat,5,2,0,72510,Kaunas,Dainava,Taikos pr.
80.97,2022,Brick,Partial decoration,5,Central thermostat,5,4,0,112234,Kaunas,Dainava,Taikos pr.
48.98,1965,Block house,Fully equipped,3,Central,5,3,2012,43700,Šiauliai,Centras,A. Mickevičiaus g.
27,1997,Brick,Partial decoration,4,Gas,4,1,0,55000,Palanga,None,Vytauto g.
44,1997,Brick,Partial decoration,4,Gas,4,2,0,80000,Palanga,None,Vytauto g.
36,1991,Block house,Fully equipped,7,Central thermostat,9,1,0,68000,Vilnius,Pašilaičiai,Laisvės pr.
28.12,2019,Brick,Fully equipped,1,Gas,3,1,0,65000,Vilnius,Antakalnis,Taurijos g.
89.49,2003,Brick,Fully equipped,3,"Aerothermal, gas",5,3,0,164000,Vilnius,Baltupiai,Avižų g.
89.49,2003,Brick,Fully equipped,3,"Aerothermal, gas",5,3,0,164000,Vilnius,Jeruzalė,Avižų g.
82.33,2019,Brick,Partial decoration,3,Central thermostat,4,4,0,104999,Klaipėda,Šauliai,Ragainės g.
57.7,2020,Brick,Partial decoration,6,Central thermostat,6,2,0,154000,Kaunas,Centras,Krėvos g.
101,2003,Brick,Fully equipped,6,Gas,7,4,0,165000,Vilnius,Pašilaičiai,Ukmergės g.
72.23,2007,Brick,Fully equipped,6,Central thermostat,6,3,0,134000,Vilnius,Lazdynai,Jonažolių g.
69.35,2019,Brick,Partial decoration,4,Geothermal,4,3,0,214500,Vilnius,Antakalnis,V. Grybo g.
50.55,2020,Monolithic,Fully equipped,1,Central thermostat,6,2,0,98560,Vilnius,Pilaitė,Karaliaučiaus g.
46.71,1990,Brick,Fully equipped,2,Central,2,3,0,53000,Vilnius,Naujininkai,Mechanikų g.
35.27,2019,Monolithic,Partial decoration,4,Central thermostat,5,1,0,112864,Vilnius,Naujamiestis,Aguonų g.
63.73,2020,Brick,Partial decoration,4,Central thermostat,4,3,0,89222,Kaunas,Dainava,J. Tonkūno g.
85,1988,Block house,Fully equipped,2,Central,9,4,0,67900,Kaunas,Šilainiai,Kuršių g.
67.42,1930,Brick,Fully equipped,2,Electric,3,4,0,89900,Kaunas,Centras,Širvintų g.
26,2020,Brick,Fully equipped,1,Gas,3,1,0,55000,Vilnius,Antakalnis,Taurijos g.
73.23,2021,Brick,Partial decoration,2,Central thermostat,3,3,0,118000,Klaipėda,Mažasis kaimelis,Kretingos g.
35,1965,Brick,Fully equipped,4,Central,5,2,0,84900,Vilnius,Antakalnis,Antakalnio g.
54.32,2020,Brick,Partial decoration,7,Central thermostat,7,2,0,138000,Vilnius,Antakalnis,Smėlio g.
58.06,2020,Monolithic,Partial decoration,1,Gas,4,3,0,89476,Vilnius,Bajorai,Salaspilio g.
73.05,2019,Brick,Partial decoration,5,Central thermostat,5,3,0,210964,Vilnius,Užupis,Aukštaičių g.
48.91,2021,Brick,Partial decoration,2,Central thermostat,4,2,0,134551,Vilnius,Paupys,Aukštaičių g.
48.5,2020,Brick,Partial decoration,1,Central thermostat,3,2,0,164830,Vilnius,Paupys,Aukštaičių g.
54.05,1976,Brick,Fully equipped,2,Gas,2,2,2019,67000,Vilnius,Naujoji Vilnia,Dūmų g.
59.61,1940,Brick,Fully equipped,2,"Central, other",2,3,0,171000,Vilnius,Senamiestis,Vilniaus g.
116.7,2020,Brick,Partial decoration,4,Central thermostat,4,5,0,186720,Kaunas,Žaliakalnis,Varpo g.
72.77,2020,Brick,Partial decoration,2,Central thermostat,4,3,0,120100,Kaunas,Žaliakalnis,Varpo g.
90,2002,Brick,Fully equipped,5,Central thermostat,5,4,0,147000,Vilnius,Fabijoniškės,Ateities g.
78.02,1981,Brick,Fully equipped,4,Central thermostat,5,4,0,68000,Klaipėda,Žvejybos uostas,Darželio g.
33,1976,Block house,Fully equipped,1,Central,9,1,0,36000,Alytus,Vidzgiris,Statybininkų g.
46,1939,Log house,Fully equipped,1,Gas,2,2,0,43000,Kaunas,Žaliakalnis,Molėtų g.
45,1968,Block house,Not equipped,4,Central,5,2,2020,49999,Kaunas,Dainava,Partizanų g.
52.46,2019,Brick,Partial decoration,1,Other,4,2,0,123500,Vilnius,Antakalnis,Bistryčios g.
61.44,1970,Brick,Fully equipped,1,Central,5,3,0,69999,Kaunas,Dainava,Pramonės pr.
76.88,2006,Brick,Fully equipped,2,Central thermostat,5,3,0,149500,Kaunas,Žaliakalnis,Žuvinto g.
45,2021,Brick,Partial decoration,2,Gas,3,2,0,42700,Kauno r. sav.,Giraitės k.,Putinų g.
47,2021,Brick,Partial decoration,2,Gas,3,2,0,44600,Kauno r. sav.,Giraitės k.,Putinų g.
78.5,2020,Brick,Partial decoration,1,Gas,2,4,0,101500,Kaunas,Šilainiai,Maironiškių g.
53,2021,Brick,Partial decoration,1,Gas,3,3,0,53000,Kauno r. sav.,Giraitės k.,Putinų g.
58.87,2021,Brick,Partial decoration,2,Central thermostat,3,3,0,96750,Klaipėda,Mažasis kaimelis,Kretingos g.
70.7,1967,Brick,Fully equipped,1,Central,5,4,0,68500,Klaipėda,Kaunas,Kauno g.
53.57,1986,Brick,Fully equipped,4,Central,4,2,2016,38000,Panevėžio r. sav.,Dembavos k.,Melioratorių g.
65.57,2018,Monolithic,Fully equipped,2,Central thermostat,9,2,0,103000,Kaunas,Dainava,Pramonės pr.
62.99,1939,Brick,Fully equipped,3,Central thermostat,4,3,2007,142000,Kaunas,Centras,Spaustuvininkų g.
112.24,2021,Brick,Partial decoration,1,"Central thermostat, geothermal",4,4,0,370392,Vilnius,Naujamiestis,Z. Sierakausko g.
26.77,1962,Block house,Fully equipped,1,Central,5,1,0,66000,Vilnius,Senamiestis,K. Vanagėlio g.
48.89,1960,Brick,Fully equipped,1,"Electric, solid fuel",2,2,2010,35000,Druskininkų sav.,Neravų k.,Neravų g.
47.7,2008,Brick,Fully equipped,7,Central thermostat,10,2,0,74900,Klaipėda,Baltija,Baltijos pr.
88.86,2007,Brick,Fully equipped,6,Central thermostat,10,3,0,99000,Panevėžys,Klaipėdos,Klaipėdos g.
96.95,2013,Brick,Fully equipped,1,Gas,1,4,0,239000,Vilnius,Žirmūnai,Kalvarijų g.
65.77,2018,Brick,Fully equipped,4,Central thermostat,5,2,0,185000,Vilnius,Šnipiškės,Lvovo g.
50.23,1980,Block house,Fully equipped,6,"Central, electric",9,2,0,87000,Vilnius,Šeškinė,Dūkštų g.
110,2019,Brick,Partial decoration,1,Other,2,4,0,110000,Šiauliai,Centras,Aušros al.
41.05,1965,Brick,Fully equipped,1,Central,5,2,0,49900,Kaunas,Žaliakalnis,Savanorių pr.
84,2016,Monolithic,Fully equipped,11,Central thermostat,22,3,0,130000,Klaipėda,Varpai,Taikos pr.
45,1930,Log house,Fully equipped,1,Gas,2,2,2008,130000,Vilnius,Užupis,Filaretų g.
45,1930,Log house,Fully equipped,1,Gas,2,2,2008,129900,Vilnius,Antakalnis,Filaretų g.
37,1957,Brick,Fully equipped,2,Central,3,1,0,67750,Klaipėda,Centras,J. Karoso g.
65,2020,Brick,Partial decoration,5,Central thermostat,5,3,0,123000,Vilnius,Šnipiškės,Lvovo g.
169.17,2020,Brick,Fully equipped,2,Central thermostat,3,4,0,544788,Vilnius,Senamiestis,Pylimo g.
108,2020,Brick,Fully equipped,5,Central thermostat,9,3,0,260000,Vilnius,Naujamiestis,Birželio 23-iosios g.
64.28,1972,Brick,Fully equipped,9,Central,9,3,0,65000,Klaipėda,Baltija,Baltijos pr.
53,2021,Brick,Partial decoration,1,Gas,3,3,0,53000,Kauno r. sav.,Giraitės k.,Putinų g.
34,1940,Log house,Fully equipped,1,Solid fuel,1,2,0,8900,Prienų m.,None,M. Valančiaus g.
62,1954,Brick,Fully equipped,0,Other,4,3,0,73000,Kaunas,Centras,Karaliaus Mindaugo pr.
44.62,1966,Block house,Fully equipped,5,Central,5,2,0,57500,Kaunas,Dainava,V. Krėvės pr.
45.77,1987,Block house,Fully equipped,5,Central,5,2,2011,36000,Prienų m.,None,Statybininkų g.
127,1989,Brick,Fully equipped,3,Central,4,4,0,289000,Vilnius,Žvėrynas,Traidenio g.
77,2007,Brick,Fully equipped,7,Central thermostat,11,3,0,138000,Vilnius,Bajorai,Bajorų kel.
42,2020,Brick,Fully equipped,1,Central thermostat,5,2,0,76990,Vilnius,Pilaitė,Bitėnų g.
42.61,2020,Monolithic,Partial decoration,5,Central thermostat,8,2,0,70000,Vilnius,Pilaitė,Karaliaučiaus g.
42,1968,Brick,Fully equipped,4,Central,5,2,0,42500,Šiauliai,Centras,Vytauto g.
39.36,1982,Brick,Fully equipped,5,Central,5,2,2014,33000,Kauno r. sav.,Neveronių k.,Šiltnamių g.
69.86,1984,Monolithic,Fully equipped,2,Central,16,3,0,65000,Kaunas,Eiguliai,P. Plechavičiaus g.
51.78,2022,Brick,Fully equipped,5,Central thermostat,6,3,0,109700,Vilnius,Pašilaičiai,Budiniškių g.
58.55,2022,Brick,Partial decoration,3,Central thermostat,6,3,0,131700,Vilnius,Markučiai,Pakraščio g.
55.73,1940,Brick,Fully equipped,1,Central,3,2,0,54500,Kaunas,Aleksotas,Antanavos g.
53.92,2021,Brick,Partial decoration,7,Central thermostat,9,2,0,75000,Vilnius,Justiniškės,Rygos g.
68,1982,Monolithic,Not equipped,9,Central,16,3,0,55000,Kaunas,Kalniečiai,P. Plechavičiaus g.
47.76,1965,Block house,Fully equipped,3,Central,5,2,2010,34000,Panevėžys,Centras,Smėlynės g.
65.93,1990,Brick,Fully equipped,8,Central,13,3,0,139000,Vilnius,Naujamiestis,V. Pietario g.
97.28,1981,Brick,Fully equipped,4,Central thermostat,4,3,2013,270000,Vilnius,Senamiestis,Vytenio g.
65,2020,Brick,Partial decoration,4,Central thermostat,4,2,0,215000,Vilnius,Senamiestis,Subačiaus g.
84.86,1970,Brick,Fully equipped,1,Gas,2,3,0,90000,Klaipėda,Miškas,Miško g.
84,2017,Brick,Fully equipped,4,Central,4,3,0,219000,Klaipėda,Centras,J. Zauerveino g.
47,2020,Brick,Partial decoration,4,Central thermostat,6,2,0,97500,Vilnius,Naujamiestis,Gerosios Vilties g.
90,2020,Brick,Partial decoration,3,Central thermostat,6,4,0,175500,Vilnius,Naujamiestis,Gerosios Vilties g.
35.44,2020,Brick,Fully equipped,1,Other,2,2,0,100800,Palanga,None,Prieplaukos g.
35.69,2020,Brick,Fully equipped,1,Other,2,2,0,100900,Palanga,None,Prieplaukos g.
51.16,2020,Brick,Fully equipped,1,Other,2,2,0,130600,Palanga,None,Prieplaukos g.
27.75,2021,Brick,Partial decoration,3,Central thermostat,6,1,0,69930,Vilnius,Šnipiškės,Linkmenų g.
141.25,2019,Other,Partial decoration,8,Central thermostat,8,5,0,283200,Vilnius,Šeškinė,Siesikų g.
58.63,2019,Other,Partial decoration,5,Central,8,3,0,192900,Vilnius,Šeškinė,Siesikų g.
61.17,2019,Other,Partial decoration,7,Central,9,2,0,140700,Vilnius,Šeškinė,Siesikų g.
105.88,2019,Other,Partial decoration,9,Central,9,3,0,201200,Vilnius,Šeškinė,Siesikų g.
45.98,2019,Other,Partial decoration,5,Central,9,1,0,94500,Vilnius,Šeškinė,Siesikų g.
77.26,2019,Other,Partial decoration,6,Central thermostat,7,3,0,189300,Vilnius,Šeškinė,Siesikų g.
31.73,2022,Brick,Fully equipped,4,Central thermostat,6,1,0,61900,Vilnius,Pašilaičiai,Budiniškių g.
31.53,2021,Brick,Partial decoration,3,Central thermostat,5,1,0,53900,Vilnius,Pašilaičiai,Budiniškių g.
43.38,2022,Brick,Fully equipped,5,Central thermostat,6,2,0,91100,Vilnius,Pašilaičiai,Budiniškių g.
43.28,2022,Brick,Fully equipped,6,Central thermostat,6,2,0,93700,Vilnius,Pašilaičiai,Budiniškių g.
54.93,2021,Brick,Partial decoration,2,Central thermostat,5,3,0,90600,Vilnius,Pašilaičiai,Budiniškių g.
90.24,2022,Brick,Partial decoration,5,Central thermostat,5,4,0,211200,Vilnius,Markučiai,Pakraščio g.
83.8,2022,Brick,Partial decoration,6,Central thermostat,6,4,0,252700,Vilnius,Markučiai,Pakraščio g.
72.53,2021,Brick,Partial decoration,2,Central thermostat,9,4,0,100000,Vilnius,Justiniškės,Rygos g.
44.21,1963,Block house,Fully equipped,1,Central,5,2,0,83000,Vilnius,Antakalnis,P. Vileišio g.
50,1978,Block house,Partial decoration,9,Central,9,2,0,35000,Panevėžys,Klaipėdos,Ateities g.
61.5,1969,Brick,Fully equipped,3,Central,9,3,0,62500,Klaipėda,Baltija,Baltijos pr.
41,2019,Brick,Fully equipped,6,Central thermostat,8,2,0,145000,Vilnius,Žvėrynas,Siesikų g.
39,2017,Brick,Fully equipped,2,Gas,3,2,0,125000,Palanga,None,Plukių g.
52,1957,Brick,Fully equipped,1,"Gas, solid fuel",1,3,0,47000,Panevėžys,Centras,Stoties g.
49.17,1975,Block house,Not equipped,1,Central,9,2,0,52000,Kaunas,Dainava,Taikos pr.
33.96,1940,Wooden house,Fully equipped,1,Gas,2,2,0,99900,Vilnius,Žvėrynas,D. Poškos g.
83.85,1991,Monolithic,Fully equipped,5,Central thermostat,13,3,0,88000,Vilnius,Fabijoniškės,P. Žadeikos g.
56.73,1984,Block house,Fully equipped,1,Central,5,3,2016,111500,Vilnius,Antakalnis,P. Vileišio g.
47.82,2012,Brick,Fully equipped,3,Other,4,2,0,94500,Vilnius,Baltupiai,Kareivių g.
43.77,1940,Wooden house,Fully equipped,1,Solid fuel,1,1,0,54900,Vilnius,Naujamiestis,Šlaito g.
60,2014,Brick,Fully equipped,2,Central thermostat,5,3,0,134900,Vilnius,Baltupiai,Kazio Ulvydo g.
43,2020,Brick,Fully equipped,8,Central thermostat,9,2,0,134900,Vilnius,Žvėrynas,Siesikų g.
45.78,2021,Brick,Partial decoration,3,Gas,3,2,0,43491,Kauno r. sav.,Giraitės k.,Putinų g.
70,1993,Brick,Fully equipped,5,Central thermostat,5,3,0,63000,Klaipėda,Alksnynė,Pietinė g.
54,2019,Block house,Partial decoration,3,Central thermostat,4,2,0,129100,Vilnius,Šnipiškės,Giedraičių g.
40.58,2022,Brick,Partial decoration,1,Central thermostat,5,1,0,59902,Kaunas,Dainava,Taikos pr.
66.21,2020,Brick,Fully equipped,2,Gas,3,3,0,120000,Kaunas,Vilijampolė,Panerių g.
17,1980,Brick,Fully equipped,2,Central,5,1,0,11900,Klaipėda,Centras,Taikos pr.
26,1973,Brick,Fully equipped,3,Central,5,1,0,19800,Kėdainių m.,None,P. Lukšio g.
64,1970,Brick,Fully equipped,4,Central,9,3,0,45999,Klaipėda,Baltija,Baltijos pr.
31.36,1977,Brick,Fully equipped,3,Central,5,2,0,46000,Vilnius,Naujininkai,Kapsų g.
37,1984,Brick,Fully equipped,3,Central,5,1,0,49800,Vilnius,Salininkai,Pupinės g.
67.66,1981,Brick,Fully equipped,1,Central,9,3,0,76900,Druskininkų m.,None,Ateities g.
50.28,1983,Block house,Fully equipped,5,Central,5,2,0,47900,Šiauliai,Dainiai,Dainų g.
44,1969,Block house,Fully equipped,5,Central,5,2,0,48900,Kaunas,Dainava,V. Krėvės pr.
43.7,2021,Brick,Partial decoration,2,Central thermostat,3,2,0,71400,Klaipėda,Mažasis kaimelis,Kretingos g.
33,2020,Brick,Fully equipped,2,Gas,2,2,0,72500,Palanga,None,Vėžių g.
66,2020,Brick,Partial decoration,2,Gas,2,3,0,76000,Kaunas,Aleksotas,M. Katiliškio g.
66,2021,Brick,Partial decoration,1,Gas,2,3,0,80000,Kaunas,Aleksotas,M. Katiliškio g.
50,2018,Brick,Partial decoration,1,Central thermostat,3,2,0,165792,Vilnius,Senamiestis,Lydos g.
130,2018,Brick,Fully equipped,5,Central thermostat,6,5,0,900000,Vilnius,Senamiestis,Gedimino pr.
144,2020,Monolithic,Partial decoration,4,Central thermostat,6,5,0,429000,Vilnius,Senamiestis,Aguonų g.
120,2020,Monolithic,Partial decoration,3,Central thermostat,6,4,0,342000,Vilnius,Senamiestis,Aguonų g.
133,2018,Brick,Partial decoration,2,Central thermostat,4,5,0,519246,Vilnius,Senamiestis,Lydos g.
130,2018,Brick,Partial decoration,2,Central thermostat,3,4,0,533287,Vilnius,Senamiestis,Lydos g.
71,2020,Brick,Partial decoration,6,Central thermostat,6,3,0,313000,Vilnius,Naujamiestis,Aguonų g.
150,2007,Monolithic,Partial decoration,17,Central thermostat,18,3,0,480000,Vilnius,Senamiestis,Antano Tumėno g.
45.36,2022,Brick,Partial decoration,1,Central thermostat,7,2,0,99300,Vilnius,Markučiai,Pakraščio g.
71,1940,Brick,Fully equipped,2,Solid fuel,3,3,0,199900,Vilnius,Senamiestis,Subačiaus g.
43.93,1968,Block house,Not equipped,3,Central,5,2,0,48990,Kaunas,Dainava,V. Krėvės pr.
62.9,2008,Brick,Fully equipped,1,Gas,4,2,0,100000,Kaunas,Šilainiai,A. Strazdo g.
82.75,2019,Brick,Partial decoration,2,Central thermostat,9,3,0,98000,Vilnius,Pašilaičiai,Leičių g.
30.69,2019,Monolithic,Fully equipped,3,Central thermostat,9,1,0,80000,Vilnius,Naujamiestis,Statybininkų g.
58.9,2022,Brick,Partial decoration,2,Central thermostat,5,3,0,86548,Kaunas,Dainava,Taikos pr.
128,2018,Brick,Fully equipped,1,Gas,3,4,0,398000,Palanga,None,Gintaro g.
44,1962,Block house,Fully equipped,3,Central,5,2,0,64000,Vilnius,Naujamiestis,Savanorių pr.
49.98,1982,Block house,Fully equipped,5,Central thermostat,5,2,2017,15000,Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.
71,2012,Brick,Fully equipped,2,Central thermostat,3,3,0,144999,Klaipėda,Mažasis kaimelis,Kretingos g.
53.9,2020,Brick,Fully equipped,1,Other,2,2,0,137100,Palanga,None,Prieplaukos g.
102.65,2022,Brick,Partial decoration,5,Central thermostat,5,4,0,267400,Vilnius,Markučiai,Pakraščio g.
38.17,2022,Brick,Partial decoration,2,Central thermostat,7,1,0,85400,Vilnius,Markučiai,Pakraščio g.
105,2020,Brick,Fully equipped,1,Gas,2,4,0,168000,Kaunas,Freda,Lygioji g.
88,2020,Brick,Fully equipped,1,Gas,2,4,0,159000,Kaunas,Freda,Lygioji g.
19,1985,Brick,Fully equipped,1,Central,5,1,0,39000,Vilnius,Naujamiestis,Kedrų g.
19,1982,Brick,Fully equipped,3,Central,5,1,0,49900,Vilnius,Naujamiestis,Kedrų g.
23,1982,Brick,Fully equipped,1,Central,5,1,0,59000,Vilnius,Naujamiestis,Kedrų g.
53.2,2021,Brick,Fully equipped,2,Central thermostat,6,2,0,89000,Vilnius,Justiniškės,Rygos g.
82.21,1988,Block house,Fully equipped,1,Central,9,4,0,74999,Kaunas,Šilainiai,Šarkuvos g.
45,1957,Log house,Fully equipped,2,Electric,2,2,2020,52000,Panevėžys,Rožės,A. Strazdo g.
60.59,2020,Brick,Partial decoration,3,Gas,4,3,0,123900,Vilnius,Antakalnis,Antakalnio g.
49.68,2020,Brick,Partial decoration,3,Gas,3,2,0,99999,Vilnius,Antakalnis,Antakalnio g.
64,2017,Brick,Fully equipped,2,Central,4,2,0,120000,Klaipėda,Centras,S. Daukanto g.
52.97,1989,Monolithic,Fully equipped,7,Central,12,2,0,57000,Kaunas,Petrašiūnai,M. Gimbutienės g.
60,2020,Brick,Partial decoration,2,Gas,3,3,0,74999,Kaunas,Šilainiai,Žaibo g.
91,2019,Brick,Fully equipped,3,Central thermostat,3,3,0,155000,Klaipėda,Centras,Taikos pr.
53.46,2017,Brick,Partial decoration,2,"Central thermostat, gas",3,2,0,62000,Šiauliai,Centras,S. Daukanto g.
34,2007,Brick,Fully equipped,1,Central,4,1,0,80000,Palanga,Palanga,Vytauto g.
58.25,2008,Brick,Fully equipped,2,"Central thermostat, other",9,2,0,70000,Druskininkų m.,None,Neravų g.
45,1960,Brick,Fully equipped,2,Central,3,2,0,145000,Vilnius,Senamiestis,M. Antokolskio g.
34,1991,Brick,Fully equipped,4,Central,5,1,0,19800,Varėnos m.,None,M. K. Čiurlionio g.
53.53,1980,Brick,Not equipped,1,Central,5,3,0,13000,Akmenės r. sav.,Ventos m.,Ventos g.
53.26,2007,Block house,Fully equipped,3,Gas,4,2,0,150000,Palanga,None,S. Nėries g.
160,1919,Brick,Partial decoration,4,Central thermostat,6,4,2021,825000,Vilnius,Naujamiestis,Gedimino pr.
64,1990,Block house,Fully equipped,2,Central,5,3,0,77000,Šiauliai,Gytariai,K. Korsako g.
50,1980,Block house,Fully equipped,3,Central,5,2,0,77000,Kaunas,Kalniečiai,Šiaurės pr.
54.81,1985,Block house,Fully equipped,9,"Central, other",9,2,0,53500,Klaipėda,Laukininkai,Laukininkų g.
55,1967,Brick,Fully equipped,1,Central,4,3,2019,66000,Prienų m.,None,Vytenio g.
78.53,1984,Brick,Fully equipped,3,Central,4,4,0,61500,Vilniaus r. sav.,Skaidiškių k.,Sodų g.
60,2020,Brick,Fully equipped,1,Central,4,3,0,118000,Kaunas,Dainava,Kovo 11-osios g.
47,2020,Brick,Fully equipped,2,Central thermostat,6,2,0,154000,Kaunas,Centras,Krėvos g.
66.45,1968,Brick,Fully equipped,3,Central,5,3,0,72500,Kaunas,Dainava,Savanorių pr.
62.9,1984,Brick,Partial decoration,1,Central,6,3,0,45000,Ukmergės m.,None,Žiedo g.
21,1969,Brick,Fully equipped,7,Central,9,1,0,43000,Vilnius,Šnipiškės,Kalvarijų g.
47,2010,Monolithic,Fully equipped,9,Central thermostat,13,2,0,73500,Kaunas,Šilainiai,Baltų pr.
70.02,1995,Block house,Fully equipped,5,Central,9,3,0,90000,Vilnius,Pilaitė,Įsruties g.
29.12,1970,Brick,Fully equipped,5,Central,5,1,0,34000,Šiauliai,Centras,Dvaro g.
16.5,1978,Brick,Fully equipped,4,Central,4,1,0,20000,Vilnius,Naujininkai,Rodūnios kel.
17,1960,Brick,Fully equipped,3,Central,4,1,0,17300,Klaipėda,Žvejybos uostas,Sulupės g.
5,1963,Brick,Fully equipped,4,Central,5,1,0,5500,Klaipėda,Rumpiškės,Rumpiškės g.
50.38,1991,Brick,Fully equipped,4,Central,5,2,0,53500,Panevėžys,Klaipėdos,Parko g.
64.04,1987,Brick,Fully equipped,2,Central,5,3,0,69000,Klaipėdos r. sav.,Gargždų m.,Vasario 16-osios g.
78,1991,Block house,Fully equipped,3,Central,5,3,0,67000,Klaipėda,Bandužiai,Jūrininkų pr.
61.45,1977,Block house,Fully equipped,3,Central,5,3,0,93000,Vilnius,Viršuliškės,Justiniškių g.
44.19,1963,Brick,Fully equipped,2,Central,3,2,0,28000,Šakių m.,None,V. Kudirkos g.
28,1972,Brick,Fully equipped,7,Central,9,1,0,35300,Kaunas,Dainava,Taikos pr.
18,1970,Brick,Fully equipped,1,Electric,1,1,2020,39990,Vilnius,Lazdynai,Architektų g.
39,1963,Brick,Fully equipped,4,Central,4,2,2019,68000,Klaipėda,Rumpiškės,Rumpiškės g.
66.95,2015,Brick,Fully equipped,4,Central thermostat,4,3,0,131000,Vilnius,Pašilaičiai,Virbeliškių g.
41.55,1957,Brick,Other,2,Solid fuel,2,2,0,17900,Klaipėdos r. sav.,Priekulės m.,Klaipėdos g.
64,1979,Block house,Fully equipped,1,Central,5,3,0,29900,Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.
75.15,1990,Brick,Fully equipped,1,Central,3,4,0,115000,Palanga,Šventoji,Mokyklos g.
64.49,1989,Block house,Fully equipped,2,Central,5,3,0,17000,Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.
59.72,1994,Block house,Fully equipped,5,Central,5,3,0,43000,Jonavos m.,None,Žemaitės g.
45,1970,Block house,Fully equipped,1,Central,5,2,0,63500,Kaunas,Dainava,Taikos pr.
50,1985,Block house,Fully equipped,3,Central,5,2,0,26500,Jonavos r. sav.,Ruklos mstl.,Rupeikio g.
